average_rating,price,reviews_num,max_cpu_frequency,cpu_architecture,web_camera,weight,ethernet_adapter,pixel_response_time,microphone,warranty_duration,depth,screen_diagonal,battery_capacity,gaming_laptop,kensington_lock,cpu_cores_num,l2_cache,l3_cache,cpu_family,screen_refresh_rate,threads_num,max_possible_ram,integrated_graphics_card_model,dedicated_graphics_card_model,cpu_model,screen_resolution_name,hdd_capacity,ssd_capacity,graphics_ram,intel_optane_drive_capacity,os,optical_disc_drive,ppi,usb_power_delivery,keyboard_backlight,usb_2_0_ports,usb_3_x_ports,usb_type_c_ports,estimated_battery_life,gpu_manufacturer,cpu_manufacturer,ram,M_2_connector,sound_system,touch_screen,fingerprint_scanner,cpu_lithography,graphics_ram_type,ram_type,display_type,height,color,color_gamut,numeric_keypad,cpu_frequency,ram_frequency,width,release_year,memory_slots_num,additional_info,adaptive_sync_technology,multiple_35jacks,cellular_communication,dedicated_graphics,dedicated_graphics_only,usb2ethernet_adapter,display_port,hdmi,thunderbolt_2,thunderbolt_3,thunderbolt_4,vga,micro_hdmi,mini_display_port,additional_accessories,2_in_1,emcc,metal,plastic,carbon,brand_name,model_name,bluetooth,bluetooth_4_0,bluetooth_4_1,bluetooth_4_2,bluetooth_5_0,bluetooth_5_1,miracast,nfc,mmc,ms,micro_media,sd,sdhc,sdxc,micro_sd,micro_sdhc,micro_sdxc,glossy_display,screen_width_pixels,screen_height_pixels,hdd_increased_speed,best_wi_fi_standard,li_ion_battery_type,ultrabook,touch_numeric_keypad
4.8,49999.0,26.0,3.7,Zen+,True,1.6,False,,True,12.0,228.0,14.0,3220.0,False,True,4,2.0,4.0,Ryzen 5,60.0,8.0,16,Radeon Vega 8,нет,3500U,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,0.5,1.0,2.0,1.0,12.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,18.7,синий,"39% AdobeRGB, 62% sRGB",False,2.1,2400.0,323.0,2019.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 3 SF314-41-R32D,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,True,False
4.5,49999.0,71.0,3.7,Zen+,True,1.6,False,,True,12.0,228.0,14.0,3220.0,False,True,4,2.0,4.0,Ryzen 5,60.0,8.0,12,Radeon Vega 8,нет,3500U,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,1.0,1.0,2.0,1.0,12.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,18.7,серебристый,"39% AdobeRGB, 62% sRGB",False,2.1,2400.0,323.0,2019.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 3 SF314-41-R7GB,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,True,False
4.9,49999.0,14.0,3.7,Zen+,True,1.6,False,,True,12.0,228.0,14.0,4324.324324324324,False,True,4,2.0,4.0,Ryzen 5,60.0,8.0,12,Radeon Vega 8,Radeon 540X,3500U,FullHD,0.0,512.0,2.0,0.0,UNIX-подобная,False,157.4,0.0,1.0,1.0,2.0,1.0,12.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,GDDR5,DDR4,IPS,18.7,серебристый,"39% AdobeRGB, 62% sRGB",False,2.1,2400.0,323.0,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 3 SF314-41G-R4LJ,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,True,False
4.9,49999.0,419.0,3.7,Zen+,True,1.38,False,,True,12.0,214.8,14.0,5045.045045045045,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,Radeon Vega 8,нет,3500U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.4,1.0,1.0,1.0,1.0,1.0,10.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,15.9,серый,45% NTSC,False,2.1,2400.0,322.5,2020.0,0.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,MagicBook 14 Nbl-WAQ9HNR,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,True,False
,49999.0,,3.6,Ice Lake,True,1.9,False,,True,12.0,235.0,15.6,,False,True,4,2.0,6.0,Core i5,60.0,8.0,8,Intel UHD,GeForce MX330,1035G1,FullHD,0.0,256.0,2.0,0.0,DOS,False,141.0,,0.0,2.0,1.0,1.0,,nVidia,Intel,8,1.0,"ASUS SonicMaster , ICEpower",False,0.0,10.0,GDDR5,DDR4,IPS,22.9,серебристый,45% NTSC,True,1.0,,360.0,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,Laptop F509JP-BQ218,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False
,49999.0,,3.6,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,4,2.0,6.0,Core i5,60.0,8.0,12,Intel UHD,нет,1035G1,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,,0.0,2.0,1.0,0.0,8.0,Intel,Intel,8,1.0,стереодинамики,False,0.0,10.0,SMA,DDR4,TN+film,19.9,черный,,True,1.0,2133.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-56-541X,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
4.5,49999.0,4.0,3.6,Ice Lake,True,1.69,False,,True,12.0,242.0,15.6,3693.6936936936936,False,True,4,2.0,6.0,Core i5,60.0,8.0,16,Intel UHD,нет,1035G1,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,0.0,2.0,1.0,10.0,Intel,Intel,8,1.0,два динамика,False,0.0,10.0,SMA,DDR4,IPS,17.9,серый,45% NTSC,True,1.0,2666.0,358.5,2020.0,2.0,поддержка стандарта Miracast,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,Laptop 15s-fq1076ur,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False
,49999.0,,3.7,Zen 2,True,1.75,False,,True,12.0,234.0,15.6,3693.6936936936936,False,True,4,1.0,4.0,Ryzen 3,60.0,4.0,8,Radeon Vega 5,нет,4300U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,1.0,0.0,2.0,1.0,9.0,AMD,AMD,8,1.0,"Bang & Olufsen, HP Audio Boost",False,0.0,7.0,SMA,DDR4,IPS,17.9,серебристый,45% NTSC,True,2.7,3200.0,360.2,2020.0,2.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,HP,Pavilion 15-eh0026ur,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False
4.8,49999.0,104.0,3.7,Zen+,True,1.53,False,,True,12.0,229.9,15.6,3783.7837837837837,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,Radeon Vega 8,нет,3500U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,0.0,1.0,1.0,1.0,6.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,16.9,серый,,False,2.1,2400.0,357.8,2020.0,0.0,датчик Холла,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,MagicBook 15 Boh-WAQ9HNR,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,False,False
4.8,49999.0,211.0,3.7,Zen+,True,1.53,False,,True,12.0,229.9,15.6,3783.7837837837837,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,Radeon Vega 8,нет,3500U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,0.0,2.0,1.0,1.0,7.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,16.9,серый,"48% AdobeRGB, 64% sRGB, 45% NTSC",False,2.1,2400.0,357.8,2020.0,0.0,"датчик Холла , акселерометр",нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Huawei,MateBook D 15 Boh-WAQ9R,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False
5.0,49999.0,3.0,3.4,Ice Lake,True,2.8,True,,True,12.0,289.5,17.3,3320.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,16,Intel UHD,нет,1005G1,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,127.0,0.0,0.0,2.0,1.0,0.0,5.0,Intel,Intel,8,1.0,стереодинамики,False,0.0,10.0,SMA,DDR4,IPS,24.65,черный,,True,1.2,2400.0,419.5,2020.0,2.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A317-52-338B,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,1920,1080,False,5,True,False,False
,50999.0,,4.1,Tiger Lake,True,1.61,False,,True,12.0,221.0,14.0,3873.873873873874,False,False,2,2.5,6.0,Core i3,60.0,4.0,4,Intel UHD,нет,1115G4,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.0,1.0,0.0,0.0,2.0,1.0,,Intel,Intel,4,1.0,"Bang & Olufsen с 2 динамиками, HP Audio Boost",True,0.0,10.0,SMA,DDR4,IPS,18.0,серебристый,45% NTSC,False,3.0,3200.0,324.0,2020.0,1.0,"электронный компас , акселерометр , гироскоп",нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,True,False,True,False,False,HP,Pavilion x360 14-dw1001ur,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,1.0,1920,1080,False,5,True,False,False
4.7,50999.0,9.0,4.0,Zen 2,True,1.8,True,,True,12.0,250.5,15.6,4324.324324324324,False,True,6,3.0,8.0,Ryzen 5,60.0,6.0,16,Radeon Vega 6,нет,4500U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,,1.0,2.0,1.0,10.0,AMD,AMD,8,1.0,,False,0.0,7.0,SMA,DDR4,IPS,17.95,черный,,True,2.3,,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Aspire 5 A515-44-R1BU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
3.7,50999.0,3.0,3.4,Ice Lake,True,1.9,True,,True,12.0,250.5,15.6,3220.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,20,Intel UHD,GeForce MX350,1005G1,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,,1.0,1.0,2.0,1.0,8.0,nVidia,Intel,8,1.0,Acer TrueHarmony,False,0.0,10.0,GDDR5,DDR4,IPS,17.95,черный,45% NTSC,True,1.2,2666.0,363.4,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Acer,Aspire 5 A515-55G-313V,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
5.0,50999.0,4.0,3.4,Ice Lake,True,1.9,True,,True,12.0,250.5,15.6,3220.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,20,Intel UHD,GeForce MX350,1005G1,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,,1.0,1.0,2.0,1.0,8.0,nVidia,Intel,8,1.0,Acer TrueHarmony,False,0.0,10.0,GDDR5,DDR4,IPS,17.95,серебристый,45% NTSC,True,1.2,2666.0,363.4,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Acer,Aspire 5 A515-55G-31RN,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
4.5,50999.0,4.0,3.4,Ice Lake,True,1.9,True,,True,12.0,250.5,15.6,3220.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,20,Intel UHD,GeForce MX350,1005G1,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,,1.0,1.0,2.0,1.0,8.0,nVidia,Intel,8,1.0,Acer TrueHarmony,False,0.0,10.0,GDDR5,DDR4,TN+film,17.95,серебристый,45% NTSC,True,1.2,2666.0,363.4,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Acer,Aspire 5 A515-55G-36C3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
,51999.0,,4.0,Zen 2,True,1.2,False,,True,12.0,218.9,14.0,4343.0,False,True,6,3.0,8.0,Ryzen 5,60.0,6.0,8,Radeon Vega 6,нет,4500U,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,157.0,,1.0,1.0,1.0,1.0,11.0,AMD,AMD,8,1.0,Acer TrueHarmony,False,1.0,7.0,SMA,DDR4,IPS,17.95,серебристый,,False,2.3,3200.0,323.4,2020.0,,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 3 SF314-42-R24N,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
4.6,51999.0,65.0,4.0,Zen 2,True,1.38,False,,True,12.0,211.59,14.0,4840.0,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,Radeon Vega 6,нет,4500U,FullHD,0.0,256.0,0.0,0.0,Windows 10 S,False,157.0,1.0,1.0,0.0,2.0,1.0,11.5,AMD,AMD,8,1.0,Dolby Atmos,False,0.0,7.0,SMA,DDR4,IPS,16.9,синий,45% NTSC,False,2.3,3200.0,321.57,2020.0,0.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Lenovo,IdeaPad 5 14ARE05,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,False,False,False
4.7,51999.0,50.0,3.7,Zen+,True,1.6,False,,True,12.0,228.0,14.0,3220.0,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,12,Radeon Vega 8,Radeon 540X,3500U,FullHD,0.0,512.0,2.0,0.0,Windows 10 Home,False,141.0,0.0,1.0,1.0,2.0,1.0,12.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,GDDR5,DDR4,IPS,18.7,серебристый,,False,2.1,2400.0,323.0,2019.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Swift 3 SF314-41G-R5WK,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,True,False
4.8,51999.0,377.0,3.7,Zen+,True,1.38,False,,True,12.0,214.8,14.0,5045.045045045045,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,Radeon Vega 8,нет,3500U,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,1.0,1.0,1.0,1.0,1.0,10.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,15.9,серый,,False,2.1,2400.0,322.5,2020.0,0.0,датчик Холла,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Huawei,MateBook D 14 Nbl-WAQ9R,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False
,51999.0,,3.6,Ice Lake,True,1.9,True,,True,12.0,250.5,15.6,4324.324324324324,False,True,4,1.0,6.0,Core i5,60.0,8.0,20,Intel UHD,нет,1035G1,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,1.0,1.0,2.0,1.0,8.0,Intel,Intel,16,1.0,Acer TrueHarmony,False,0.0,10.0,SMA,DDR4,IPS,17.95,черный,45% NTSC,True,1.0,2666.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Acer,Aspire 5 A515-55-54S0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
5.0,51999.0,5.0,3.6,Ice Lake,True,1.9,True,,True,12.0,250.5,15.6,3220.0,False,True,4,2.0,6.0,Core i5,60.0,8.0,20,Intel UHD,нет,1035G1,FullHD,0.0,1024.0,0.0,0.0,UNIX-подобная,False,141.0,,1.0,1.0,2.0,1.0,8.0,Intel,Intel,8,1.0,Acer TrueHarmony,False,0.0,10.0,SMA,DDR4,IPS,17.95,черный,45% NTSC,True,1.0,2666.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Acer,Aspire 5 A515-55-57SB,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
4.9,51999.0,37.0,4.2,Comet Lake,True,1.6,False,,True,12.0,233.7,15.6,4684.684684684685,False,False,4,1.0,6.0,Core i5,60.0,8.0,64,Intel UHD Graphics 620,нет,10210U,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,1.0,1.0,0.0,3.0,1.0,9.0,Intel,Intel,8,1.0,стереодинамики,False,0.0,14.0,SMA,DDR4,IPS,15.9,черный,"48% AdobeRGB, 65% sRGB, 46% NTSC",False,1.6,2666.0,356.8,2020.0,2.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,MSI,Modern 15 A10M-408XRU,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,False,True,False
4.8,51999.0,18.0,4.1,Comet Lake,True,2.7,True,,True,12.0,289.5,17.3,3320.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,16,Intel UHD Graphics 620,GeForce MX230,10110U,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,127.0,0.0,0.0,2.0,1.0,0.0,5.0,nVidia,Intel,8,1.0,стереодинамики,False,0.0,14.0,GDDR5,DDR4,IPS,24.65,черный,,True,2.1,2400.0,419.5,2020.0,2.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A317-51G-3225,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1920,1080,False,5,True,False,False
,52999.0,,3.7,Zen 2,True,1.2,False,,True,12.0,218.9,14.0,4343.0,False,True,4,2.0,4.0,Ryzen 3,60.0,4.0,8,Radeon Vega 5,нет,4300U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.0,,1.0,1.0,1.0,1.0,11.0,AMD,AMD,8,1.0,Acer TrueHarmony,False,1.0,7.0,SMA,DDR4,IPS,17.95,серебристый,,False,2.7,3200.0,323.4,2020.0,,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 3 SF314-42-R35Q,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
,52999.0,,4.0,Zen 2,True,1.2,False,,True,12.0,218.9,14.0,4343.0,False,True,6,3.0,8.0,Ryzen 5,60.0,6.0,8,Radeon Vega 6,нет,4500U,FullHD,0.0,512.0,0.0,0.0,UNIX-подобная,False,157.0,,1.0,1.0,1.0,1.0,11.0,AMD,AMD,8,1.0,Acer TrueHarmony,False,1.0,7.0,SMA,DDR4,IPS,17.95,серебристый,,False,2.3,3200.0,323.4,2020.0,,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 3 SF314-42-R420,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False
,52999.0,,4.1,Tiger Lake,True,1.41,False,,True,12.0,216.6,14.0,3873.873873873874,False,False,2,2.5,6.0,Core i3,60.0,4.0,8,Intel UHD,нет,1115G4,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.0,1.0,1.0,0.0,2.0,1.0,,Intel,Intel,8,1.0,"Bang & Olufsen с 2 динамиками, HP Audio Boost",False,0.0,10.0,SMA,DDR4,IPS,17.0,серебристый,45% NTSC,False,3.0,3200.0,325.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,HP,Pavilion 14-dv0011ur,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False
,52999.0,,4.1,Tiger Lake,True,1.61,False,,True,12.0,221.0,14.0,3873.873873873874,False,False,2,2.5,6.0,Core i3,60.0,4.0,8,Intel UHD,нет,1115G4,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.0,1.0,0.0,0.0,2.0,1.0,,Intel,Intel,8,1.0,"Bang & Olufsen с 2 динамиками, HP Audio Boost",True,0.0,10.0,SMA,DDR4,IPS,18.0,серебристый,45% NTSC,False,3.0,3200.0,324.0,2020.0,1.0,"электронный компас , акселерометр , гироскоп",нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,True,False,True,False,False,HP,Pavilion x360 14-dw1000ur,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,1.0,1920,1080,False,5,True,False,False
4.6,52999.0,68.0,3.7,Zen+,True,1.38,False,,True,12.0,214.8,14.0,5045.045045045045,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,Radeon Vega 8,нет,3500U,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,1.0,0.5,1.0,1.0,1.0,8.0,AMD,AMD,8,1.0,Dolby Atmos,False,0.5,12.0,SMA,DDR4,IPS,15.9,серый,45% NTSC,False,2.1,2400.0,322.5,2019.0,0.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,MagicBook Nbl-WAQ9HNR,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False
5.0,52999.0,1.0,3.6,Ice Lake,True,1.9,False,,True,12.0,235.0,15.6,,False,True,4,2.0,6.0,Core i5,60.0,8.0,8,Intel UHD,нет,1035G1,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,8,1.0,"ASUS SonicMaster , ICEpower",False,0.0,10.0,SMA,DDR4,IPS,22.9,синий,45% NTSC,True,1.0,,360.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,Laptop F509JA-BQ385T,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False
5.0,52999.0,1.0,3.6,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,4,2.0,6.0,Core i5,60.0,8.0,12,Intel UHD,GeForce MX330,1035G1,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,nVidia,Intel,4,1.0,стереодинамики,False,0.0,10.0,GDDR5,DDR4,TN+film,19.9,черный,,True,1.0,2133.0,363.4,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-57G-53G1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
,52999.0,,3.6,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,4,2.0,6.0,Core i5,60.0,8.0,12,Intel UHD,GeForce MX330,1035G1,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,nVidia,Intel,4,1.0,стереодинамики,False,0.0,10.0,GDDR5,DDR4,TN+film,19.9,синий,,True,1.0,2133.0,363.4,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-57G-53VD,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
4.8,52999.0,35.0,4.0,Zen 2,True,1.8,True,,True,12.0,250.5,15.6,4324.324324324324,False,True,6,3.0,8.0,Ryzen 5,60.0,6.0,16,Radeon Vega 6,Radeon RX640,4500U,FullHD,0.0,256.0,2.0,0.0,UNIX-подобная,False,141.0,0.0,1.0,1.0,2.0,1.0,10.0,AMD,AMD,8,1.0,,False,0.0,7.0,GDDR5,DDR4,IPS,17.95,черный,,True,2.3,,363.4,2020.0,1.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Aspire 5 A515-44G-R61W,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
4.8,52999.0,104.0,3.7,Zen+,True,1.53,False,,True,12.0,229.9,15.6,3783.7837837837837,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,Radeon Vega 8,нет,3500U,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,0.0,1.0,1.0,1.0,6.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,16.9,серый,,False,2.1,2400.0,357.8,2020.0,0.0,датчик Холла,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,MagicBook 15 Boh-WAQ9HNR,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False
4.8,52999.0,211.0,3.7,Zen+,True,1.53,False,,True,12.0,229.9,15.6,3783.7837837837837,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,Radeon Vega 8,нет,3500U,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,0.0,2.0,1.0,1.0,7.0,AMD,AMD,8,1.0,стереодинамики,False,1.0,12.0,SMA,DDR4,IPS,16.9,серый,"48% AdobeRGB, 64% sRGB, 45% NTSC",False,2.1,2400.0,357.8,2020.0,0.0,"датчик Холла , акселерометр",нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Huawei,MateBook D 15 Boh-WAQ9R,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False
4.8,52999.0,10.0,4.1,Comet Lake,True,2.7,True,,True,12.0,289.5,17.3,3320.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,16,Intel UHD Graphics 620,GeForce MX250,10110U,FullHD,0.0,512.0,2.0,0.0,UNIX-подобная,False,127.0,0.0,0.0,2.0,1.0,0.0,7.0,nVidia,Intel,8,1.0,стереодинамики,False,0.0,14.0,GDDR5,DDR4,IPS,24.65,черный,,True,2.1,2400.0,419.5,2020.0,2.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A317-51G-3324,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1920,1080,False,5,True,False,False
